FrameCount, Within Perception?, Within Eating Distance?, Action
1495,0,0,follow
1496,0,0,follow
1497,0,0,follow
1498,0,0,follow
1499,0,0,follow
1500,0,0,follow
1501,0,0,follow
1502,0,0,follow
1503,0,0,follow
1504,0,0,follow
1505,0,0,follow
1506,0,0,follow
1507,0,0,follow
1508,0,0,follow
1509,0,0,follow
1510,0,0,follow
1511,0,0,follow
1512,0,0,follow
1513,0,0,follow
1514,0,0,follow
1515,0,0,follow
1516,0,0,follow
1517,0,0,follow
1518,0,0,follow
1519,0,0,follow
1520,0,0,follow
1521,0,0,follow
1522,0,0,follow
1523,0,0,follow
1524,0,0,follow
1525,0,0,follow
1526,0,0,follow
1527,0,0,follow
1528,0,0,follow
1529,0,0,follow
1530,0,0,follow
1531,0,0,follow
1532,0,0,follow
1533,0,0,follow
1534,0,0,follow
1535,0,0,follow
1536,0,0,follow
1537,0,0,follow
1538,0,0,follow
1539,0,0,follow
1540,0,0,follow
1541,0,0,follow
1542,0,0,follow
1543,0,0,follow
1544,0,0,follow
1545,0,0,follow
1546,0,0,follow
1547,0,0,follow
1548,0,0,follow
1549,0,0,follow
1550,0,0,follow
1551,0,0,follow
1552,0,0,follow
1553,0,0,follow
1554,0,0,follow
1555,0,0,follow
1556,0,0,follow
1557,0,0,follow
1558,0,0,follow
1559,0,0,follow
1560,0,0,follow
1561,0,0,follow
1562,0,0,follow
1563,0,0,follow
1564,0,0,follow
1565,0,0,follow
1566,0,0,follow
1567,0,0,follow
1568,0,0,follow
1569,0,0,follow
1570,0,0,follow
1571,0,0,follow
1572,0,0,follow
1573,0,0,follow
1574,0,0,follow
1575,0,0,follow
1576,0,0,follow
1577,0,0,follow
1578,0,0,follow
1579,0,0,follow
1580,0,0,follow
1581,0,0,follow
1582,0,0,follow
1583,0,0,follow
1584,0,0,follow
1585,0,0,follow
1586,0,0,follow
1587,0,0,follow
1588,0,0,follow
1589,0,0,follow
1590,0,0,follow
1591,0,0,follow
1592,0,0,follow
1593,0,0,follow
1594,0,0,follow
1595,0,0,follow
1596,0,0,follow
1597,0,0,follow
1598,0,0,follow
1599,0,0,follow
1600,0,0,follow
1601,0,0,follow
1602,0,0,follow
1603,0,0,follow
1604,0,0,follow
1605,0,0,follow
1606,0,0,follow
1607,0,0,follow
1608,0,0,follow
1609,0,0,follow
1610,0,0,follow
1611,0,0,follow
1612,0,0,follow
1613,0,0,follow
1614,0,0,follow
1615,0,0,follow
1616,0,0,follow
1617,0,0,follow
1618,0,0,follow
1619,0,0,follow
1620,0,0,follow
1621,0,0,follow
1622,0,0,follow
1623,0,0,follow
1624,0,0,follow
1625,0,0,follow
1626,0,0,follow
1627,0,0,follow
1628,0,0,follow
1629,0,0,follow
1630,0,0,follow
1631,0,0,follow
1632,0,0,follow
1633,0,0,follow
1634,0,0,follow
1635,0,0,follow
1636,0,0,follow
1637,0,0,follow
1638,0,0,follow
1639,0,0,follow
1640,0,0,follow
1641,0,0,follow
1642,0,0,follow
1643,0,0,follow
1644,0,0,follow
1645,0,0,follow
1646,0,0,follow
1647,0,0,follow
1648,0,0,follow
1649,0,0,follow
1650,0,0,follow
1651,0,0,follow
1652,0,0,follow
1653,0,0,follow
1654,0,0,follow
1655,0,0,follow
1656,0,0,follow
1657,0,0,follow
1658,0,0,follow
1659,0,0,follow
1660,0,0,follow
1661,0,0,follow
1662,0,0,follow
1663,0,0,follow
1664,0,0,follow
1665,0,0,follow
1666,0,0,follow
1667,0,0,follow
1668,0,0,follow
1669,0,0,follow
1670,0,0,follow
1671,0,0,follow
1672,0,0,follow
1673,0,0,follow
1674,0,0,follow
1675,0,0,follow
1676,0,0,follow
1677,0,0,follow
1678,0,0,follow
1679,0,0,follow
1680,0,0,follow
1681,0,0,follow
1682,0,0,follow
1683,0,0,follow
1684,0,0,follow
1685,0,0,follow
1686,0,0,follow
1687,0,0,follow
1688,0,0,follow
1689,0,0,follow
1690,0,0,follow
1691,0,0,follow
1692,0,0,follow
1693,0,0,follow
1694,0,0,follow
1695,0,0,follow
1696,0,0,follow
1697,0,0,follow
1698,0,0,follow
1699,0,0,follow
1700,0,0,follow
1701,0,0,follow
1702,0,0,follow
1703,0,0,follow
1704,0,0,follow
1705,0,0,follow
1706,0,0,follow
1707,0,0,follow
1708,0,0,follow
1709,0,0,follow
1710,0,0,follow
1711,0,0,follow
1712,0,0,follow
1713,0,0,follow
1714,0,0,follow
1715,0,0,follow
1716,0,0,follow
1717,0,0,follow
1718,0,0,follow
1719,0,0,follow
1720,0,0,follow
1721,0,0,follow
1722,0,0,follow
1723,0,0,follow
1724,0,0,follow
1725,0,0,follow
1726,0,0,follow
1727,0,0,follow
1728,0,0,follow
1729,0,0,follow
1730,0,0,follow
1731,0,0,follow
1732,0,0,follow
1733,0,0,follow
1734,0,0,follow
1735,0,0,follow
1736,0,0,follow
1737,0,0,follow
1738,0,0,follow
1739,0,0,follow
1740,0,0,follow
1741,0,0,follow
1742,0,0,follow
1743,0,0,follow
1744,0,0,follow
1745,0,0,follow
1746,0,0,follow
1747,0,0,follow
1748,0,0,follow
1749,0,0,follow
1750,0,0,follow
1751,0,0,follow
1752,0,0,follow
1753,0,0,follow
1754,0,0,follow
1755,0,0,follow
1756,0,0,follow
1757,0,0,follow
1758,0,0,follow
1759,0,0,follow
1760,0,0,follow
1761,0,0,follow
1762,0,0,follow
1763,0,0,follow
1764,0,0,follow
1765,0,0,follow
1766,0,0,follow
1767,0,0,follow
1768,0,0,follow
1769,0,0,follow
1770,0,0,follow
1771,0,0,follow
1772,0,0,follow
1773,0,0,follow
1774,0,0,follow
1775,0,0,follow
1776,0,0,follow
1777,0,0,follow
1778,0,0,follow
1779,0,0,follow
1780,0,0,follow
1781,0,0,follow
1782,0,0,follow
1783,0,0,follow
1784,0,0,follow
1785,0,0,follow
1786,1,0,follow
1787,1,0,chase
1788,1,0,chase
1789,1,0,chase
1790,1,0,chase
1791,1,0,chase
1792,1,0,chase
1793,1,0,chase
1794,1,0,chase
1795,1,0,chase
1796,1,0,chase
1797,1,0,chase
1798,1,0,chase
1799,1,0,chase
1800,1,0,chase
1801,1,0,chase
1802,1,0,chase
1803,1,0,chase
1804,1,0,chase
1805,1,0,chase
1806,1,0,chase
1807,1,0,chase
1808,1,0,chase
1809,1,0,chase
1810,1,0,chase
1811,1,0,chase
1812,1,0,chase
1813,1,0,chase
1814,1,0,chase
1815,1,0,chase
1816,1,0,chase
1817,1,0,chase
1818,1,0,chase
1819,1,0,chase
1820,1,0,chase
1821,1,0,chase
1822,1,0,chase
1823,1,0,chase
1824,1,0,chase
1825,1,0,chase
1826,1,0,chase
1827,1,0,chase
1828,1,0,chase
1829,1,0,chase
1830,1,0,chase
1831,1,0,chase
1832,1,0,chase
1833,1,0,chase
1834,1,0,chase
1835,1,0,chase
1836,1,0,chase
1837,1,0,chase
1838,1,0,chase
1839,1,0,chase
1840,1,0,chase
1841,1,0,chase
1842,1,0,chase
1843,1,0,chase
1844,1,0,chase
1845,1,0,chase
1846,1,0,chase
1847,1,0,chase
1848,1,0,chase
1849,1,0,chase
1850,1,0,chase
1851,1,0,chase
1852,1,0,chase
1853,1,0,chase
1854,1,0,chase
1855,1,0,chase
1856,1,0,chase
1857,1,0,chase
1858,1,0,chase
1859,1,0,chase
1860,1,0,chase
1861,1,0,chase
1862,1,0,chase
1863,1,0,chase
1864,1,0,chase
1865,1,0,chase
1866,1,0,chase
1867,1,0,chase
1868,1,0,chase
1869,1,0,chase
1870,1,0,chase
1871,1,0,chase
1872,1,0,chase
1873,1,0,chase
1874,1,0,chase
1875,1,0,chase
1876,1,0,chase
1877,1,0,chase
1878,1,0,chase
1879,1,0,chase
1880,1,0,chase
1881,1,0,chase
1882,1,0,chase
1883,1,0,chase
1884,1,0,chase
1885,1,0,chase
1886,1,0,chase
1887,1,0,chase
1888,1,0,chase
1889,1,0,chase
1890,1,0,chase
1891,1,0,chase
1892,1,0,chase
1893,1,0,chase
1894,1,0,chase
1895,1,1,chase
1896,1,1,eat
1897,0,0,follow
1898,0,0,follow
1899,0,0,follow
1900,0,0,follow
1901,0,0,follow
1902,0,0,follow
1903,0,0,follow
1904,0,0,follow
1905,0,0,follow
1906,0,0,follow
1907,0,0,follow
1908,0,0,follow
1909,0,0,follow
1910,0,0,follow
1911,0,0,follow
1912,0,0,follow
1913,0,0,follow
1914,0,0,follow
1915,0,0,follow
1916,0,0,follow
1917,0,0,follow
1918,0,0,follow
1919,0,0,follow
1920,0,0,follow
1921,0,0,follow
1922,0,0,follow
1923,0,0,follow
1924,0,0,follow
1925,0,0,follow
1926,0,0,follow
1927,0,0,follow
1928,0,0,follow
1929,0,0,follow
1930,0,0,follow
1931,0,0,follow
1932,0,0,follow
1933,0,0,follow
1934,0,0,follow
1935,0,0,follow
1936,0,0,follow
1937,0,0,follow
1938,0,0,follow
1939,0,0,follow
1940,0,0,follow
1941,0,0,follow
1942,0,0,follow
1943,0,0,follow
1944,0,0,follow
1945,0,0,follow
1946,0,0,follow
1947,0,0,follow
1948,0,0,follow
1949,0,0,follow
1950,0,0,follow
1951,0,0,follow
1952,0,0,follow
1953,0,0,follow
1954,0,0,follow
1955,0,0,follow
1956,0,0,follow
1957,0,0,follow
1958,0,0,follow
1959,0,0,follow
1960,0,0,follow
1961,0,0,follow
1962,0,0,follow
1963,0,0,follow
1964,0,0,follow
1965,0,0,follow
1966,0,0,follow
1967,0,0,follow
1968,0,0,follow
1969,0,0,follow
1970,0,0,follow
1971,0,0,follow
1972,0,0,follow
1973,0,0,follow
1974,0,0,follow
1975,0,0,follow
1976,0,0,follow
1977,0,0,follow
1978,0,0,follow
1979,0,0,follow
1980,0,0,follow
1981,0,0,follow
1982,0,0,follow
1983,0,0,follow
1984,0,0,follow
1985,0,0,follow
1986,0,0,follow
1987,0,0,follow
1988,0,0,follow
1989,0,0,follow
1990,0,0,follow
1991,0,0,follow
1992,0,0,follow
1993,0,0,follow
1994,0,0,follow
1995,0,0,follow
1996,0,0,follow
1997,0,0,follow
1998,0,0,follow
1999,0,0,follow
2000,0,0,follow
2001,0,0,follow
2002,0,0,follow
2003,0,0,follow
2004,0,0,follow
2005,0,0,follow
2006,0,0,follow
2007,0,0,follow
2008,0,0,follow
2009,0,0,follow
2010,0,0,follow
2011,0,0,follow
2012,0,0,follow
2013,0,0,follow
2014,0,0,follow
2015,0,0,follow
2016,0,0,follow
2017,0,0,follow
2018,0,0,follow
2019,0,0,follow
2020,0,0,follow
2021,0,0,follow
2022,0,0,follow
2023,0,0,follow
2024,0,0,follow
2025,0,0,follow
2026,0,0,follow
2027,0,0,follow
2028,0,0,follow
2029,0,0,follow
2030,0,0,follow
2031,0,0,follow
2032,0,0,follow
2033,0,0,follow
2034,0,0,follow
2035,0,0,follow
2036,0,0,follow
2037,0,0,follow
2038,0,0,follow
2039,0,0,follow
2040,0,0,follow
2041,0,0,follow
2042,0,0,follow
2043,0,0,follow
2044,0,0,follow
2045,0,0,follow
2046,0,0,follow
2047,0,0,follow
2048,0,0,follow
2049,0,0,follow
2050,0,0,follow
2051,0,0,follow
2052,0,0,follow
2053,0,0,follow
2054,0,0,follow
2055,0,0,follow
2056,0,0,follow
2057,0,0,follow
2058,0,0,follow
2059,0,0,follow
2060,0,0,follow
2061,0,0,follow
2062,0,0,follow
2063,0,0,follow
2064,0,0,follow
2065,0,0,follow
2066,0,0,follow
2067,0,0,follow
2068,0,0,follow
2069,0,0,follow
2070,0,0,follow
2071,0,0,follow
2072,0,0,follow
2073,0,0,follow
2074,0,0,follow
2075,0,0,follow
2076,0,0,follow
2077,0,0,follow
2078,0,0,follow
2079,0,0,follow
2080,0,0,follow
2081,0,0,follow
2082,0,0,follow
2083,0,0,follow
2084,0,0,follow
2085,0,0,follow
2086,0,0,follow
2087,0,0,follow
2088,0,0,follow
2089,0,0,follow
2090,0,0,follow
2091,0,0,follow
2092,0,0,follow
2093,0,0,follow
2094,0,0,follow
2095,0,0,follow
2096,0,0,follow
2097,0,0,follow
2098,0,0,follow
2099,0,0,follow
2100,0,0,follow
2101,0,0,follow
2102,0,0,follow
2103,0,0,follow
2104,0,0,follow
2105,0,0,follow
2106,0,0,follow
2107,0,0,follow
2108,0,0,follow
2109,0,0,follow
2110,0,0,follow
2111,0,0,follow
2112,0,0,follow
2113,0,0,follow
2114,0,0,follow
2115,0,0,follow
2116,0,0,follow
2117,0,0,follow
2118,0,0,follow
2119,0,0,follow
2120,0,0,follow
2121,0,0,follow
2122,0,0,follow
2123,0,0,follow
2124,0,0,follow
2125,0,0,follow
2126,0,0,follow
2127,0,0,follow
2128,0,0,follow
2129,0,0,follow
2130,0,0,follow
2131,0,0,follow
2132,0,0,follow
2133,0,0,follow
2134,0,0,follow
2135,0,0,follow
2136,0,0,follow
2137,0,0,follow
2138,0,0,follow
2139,0,0,follow
2140,0,0,follow
2141,0,0,follow
2142,0,0,follow
2143,0,0,follow
2144,0,0,follow
2145,0,0,follow
2146,0,0,follow
2147,0,0,follow
2148,0,0,follow
2149,0,0,follow
2150,0,0,follow
2151,0,0,follow
2152,0,0,follow
2153,0,0,follow
2154,0,0,follow
2155,0,0,follow
2156,0,0,follow
2157,0,0,follow
2158,0,0,follow
2159,0,0,follow
2160,0,0,follow
2161,0,0,follow
2162,0,0,follow
2163,0,0,follow
2164,0,0,follow
2165,0,0,follow
2166,0,0,follow
2167,0,0,follow
2168,0,0,follow
2169,0,0,follow
2170,0,0,follow
2171,0,0,follow
2172,0,0,follow
2173,0,0,follow
2174,0,0,follow
2175,0,0,follow
2176,0,0,follow
2177,0,0,follow
2178,0,0,follow
2179,0,0,follow
2180,0,0,follow
2181,0,0,follow
2182,0,0,follow
2183,0,0,follow
2184,0,0,follow
2185,0,0,follow
2186,0,0,follow
2187,0,0,follow
2188,0,0,follow
2189,0,0,follow
2190,0,0,follow
2191,0,0,follow
2192,0,0,follow
2193,0,0,follow
2194,0,0,follow
2195,0,0,follow
2196,0,0,follow
2197,0,0,follow
2198,0,0,follow
2199,0,0,follow
2200,0,0,follow
2201,0,0,follow
2202,0,0,follow
2203,0,0,follow
2204,0,0,follow
2205,0,0,follow
2206,0,0,follow
2207,0,0,follow
2208,0,0,follow
2209,0,0,follow
2210,0,0,follow
2211,0,0,follow
2212,0,0,follow
2213,0,0,follow
2214,0,0,follow
2215,0,0,follow
2216,0,0,follow
2217,0,0,follow
2218,0,0,follow
2219,0,0,follow
2220,0,0,follow
2221,0,0,follow
2222,0,0,follow
2223,0,0,follow
2224,0,0,follow
2225,0,0,follow
2226,0,0,follow
2227,0,0,follow
2228,0,0,follow
2229,0,0,follow
2230,0,0,follow
2231,0,0,follow
2232,0,0,follow
2233,0,0,follow
2234,0,0,follow
2235,0,0,follow
2236,0,0,follow
2237,0,0,follow
2238,0,0,follow
2239,0,0,follow
2240,0,0,follow
2241,0,0,follow
2242,0,0,follow
2243,0,0,follow
2244,0,0,follow
2245,0,0,follow
2246,0,0,follow
2247,0,0,follow
2248,0,0,follow
2249,0,0,follow
2250,0,0,follow
2251,0,0,follow
2252,0,0,follow
2253,0,0,follow
2254,0,0,follow
2255,0,0,follow
2256,0,0,follow
2257,0,0,follow
2258,0,0,follow
2259,0,0,follow
2260,0,0,follow
2261,0,0,follow
2262,0,0,follow
2263,0,0,follow
2264,0,0,follow
2265,0,0,follow
2266,0,0,follow
2267,0,0,follow
2268,0,0,follow
2269,0,0,follow
2270,0,0,follow
2271,0,0,follow
2272,0,0,follow
2273,0,0,follow
2274,0,0,follow
2275,0,0,follow
2276,0,0,follow
2277,0,0,follow
2278,0,0,follow
2279,0,0,follow
2280,0,0,follow
2281,0,0,follow
2282,0,0,follow
2283,0,0,follow
2284,0,0,follow
2285,0,0,follow
2286,0,0,follow
2287,0,0,follow
2288,0,0,follow
2289,0,0,follow
2290,0,0,follow
2291,0,0,follow
2292,0,0,follow
2293,0,0,follow
2294,0,0,follow
2295,0,0,follow
2296,0,0,follow
2297,0,0,follow
2298,0,0,follow
2299,0,0,follow
2300,0,0,follow
2301,0,0,follow
2302,0,0,follow
2303,0,0,follow
2304,0,0,follow
2305,0,0,follow
2306,0,0,follow
2307,0,0,follow
2308,0,0,follow
2309,0,0,follow
2310,0,0,follow
2311,0,0,follow
2312,0,0,follow
2313,0,0,follow
2314,0,0,follow
2315,0,0,follow
2316,0,0,follow
2317,0,0,follow
2318,0,0,follow
2319,0,0,follow
2320,0,0,follow
2321,0,0,follow
2322,0,0,follow
2323,0,0,follow
2324,0,0,follow
2325,0,0,follow
2326,0,0,follow
2327,0,0,follow
2328,0,0,follow
2329,0,0,follow
2330,0,0,follow
2331,0,0,follow
2332,0,0,follow
2333,0,0,follow
2334,0,0,follow
2335,0,0,follow
2336,0,0,follow
2337,0,0,follow
2338,0,0,follow
2339,0,0,follow
2340,0,0,follow
2341,0,0,follow
2342,0,0,follow
2343,0,0,follow
2344,0,0,follow
2345,0,0,follow
2346,0,0,follow
2347,0,0,follow
2348,0,0,follow
2349,0,0,follow
2350,0,0,follow
2351,0,0,follow
2352,0,0,follow
2353,0,0,follow
2354,0,0,follow
2355,0,0,follow
2356,0,0,follow
2357,0,0,follow
2358,0,0,follow
2359,0,0,follow
2360,0,0,follow
2361,0,0,follow
2362,0,0,follow
2363,0,0,follow
2364,0,0,follow
2365,0,0,follow
2366,0,0,follow
2367,0,0,follow
2368,0,0,follow
2369,0,0,follow
2370,0,0,follow
2371,0,0,follow
2372,0,0,follow
2373,0,0,follow
2374,0,0,follow
2375,0,0,follow
2376,0,0,follow
2377,0,0,follow
2378,0,0,follow
2379,0,0,follow
2380,0,0,follow
2381,0,0,follow
2382,0,0,follow
2383,0,0,follow
2384,0,0,follow
2385,0,0,follow
2386,0,0,follow
2387,0,0,follow
2388,0,0,follow
2389,0,0,follow
2390,0,0,follow
2391,0,0,follow
2392,0,0,follow
2393,0,0,follow
2394,0,0,follow
2395,0,0,follow
2396,0,0,follow
2397,0,0,follow
2398,0,0,follow
2399,0,0,follow
2400,0,0,follow
2401,0,0,follow
2402,0,0,follow
2403,0,0,follow
2404,0,0,follow
2405,0,0,follow
2406,0,0,follow
2407,0,0,follow
2408,0,0,follow
2409,0,0,follow
2410,0,0,follow
2411,0,0,follow
2412,0,0,follow
2413,0,0,follow
2414,0,0,follow
2415,0,0,follow
2416,0,0,follow
2417,0,0,follow
2418,0,0,follow
2419,0,0,follow
2420,0,0,follow
2421,0,0,follow
2422,0,0,follow
2423,0,0,follow
2424,0,0,follow
2425,0,0,follow
2426,0,0,follow
2427,0,0,follow
2428,0,0,follow
2429,0,0,follow
2430,0,0,follow
2431,0,0,follow
2432,0,0,follow
2433,0,0,follow
2434,0,0,follow
2435,0,0,follow
2436,0,0,follow
2437,0,0,follow
2438,0,0,follow
2439,0,0,follow
2440,0,0,follow
2441,0,0,follow
2442,0,0,follow
2443,0,0,follow
2444,0,0,follow
2445,0,0,follow
2446,0,0,follow
2447,0,0,follow
2448,0,0,follow
2449,0,0,follow
2450,0,0,follow
2451,0,0,follow
2452,0,0,follow
2453,0,0,follow
2454,0,0,follow
2455,0,0,follow
2456,0,0,follow
2457,0,0,follow
2458,0,0,follow
2459,0,0,follow
2460,0,0,follow
2461,0,0,follow
2462,0,0,follow
2463,0,0,follow
2464,0,0,follow
2465,0,0,follow
2466,0,0,follow
2467,0,0,follow
2468,0,0,follow
2469,0,0,follow
2470,0,0,follow
2471,0,0,follow
2472,0,0,follow
2473,0,0,follow
2474,0,0,follow
2475,0,0,follow
2476,0,0,follow
2477,0,0,follow
2478,0,0,follow
2479,0,0,follow
2480,0,0,follow
2481,0,0,follow
2482,0,0,follow
2483,0,0,follow
2484,0,0,follow
2485,0,0,follow
2486,0,0,follow
2487,0,0,follow
2488,0,0,follow
2489,0,0,follow
2490,0,0,follow
2491,0,0,follow
2492,0,0,follow
2493,0,0,follow
2494,0,0,follow
2495,0,0,follow
2496,0,0,follow
2497,0,0,follow
2498,0,0,follow
2499,0,0,follow
2500,0,0,follow
2501,0,0,follow
2502,0,0,follow
2503,0,0,follow
2504,0,0,follow
2505,0,0,follow
2506,0,0,follow
2507,0,0,follow
2508,0,0,follow
2509,0,0,follow
2510,0,0,follow
2511,0,0,follow
2512,0,0,follow
2513,0,0,follow
2514,0,0,follow
2515,0,0,follow
2516,0,0,follow
2517,0,0,follow
2518,0,0,follow
2519,0,0,follow
2520,0,0,follow
2521,0,0,follow
2522,0,0,follow
2523,0,0,follow
2524,0,0,follow
2525,0,0,follow
2526,0,0,follow
2527,0,0,follow
2528,0,0,follow
2529,0,0,follow
2530,0,0,follow
2531,0,0,follow
2532,0,0,follow
2533,0,0,follow
2534,0,0,follow
2535,0,0,follow
2536,0,0,follow
2537,0,0,follow
2538,0,0,follow
2539,0,0,follow
2540,0,0,follow
2541,0,0,follow
2542,0,0,follow
2543,0,0,follow
2544,0,0,follow
2545,0,0,follow
2546,0,0,follow
2547,0,0,follow
2548,0,0,follow
2549,0,0,follow
2550,0,0,follow
2551,0,0,follow
2552,0,0,follow
2553,0,0,follow
2554,0,0,follow
2555,0,0,follow
2556,0,0,follow
2557,0,0,follow
2558,0,0,follow
2559,0,0,follow
2560,0,0,follow
2561,0,0,follow
2562,0,0,follow
2563,0,0,follow
2564,0,0,follow
2565,0,0,follow
2566,0,0,follow
2567,0,0,follow
2568,0,0,follow
2569,0,0,follow
2570,0,0,follow
2571,0,0,follow
2572,0,0,follow
2573,0,0,follow
2574,0,0,follow
2575,0,0,follow
2576,0,0,follow
2577,0,0,follow
2578,0,0,follow
2579,0,0,follow
2580,0,0,follow
2581,0,0,follow
2582,0,0,follow
2583,0,0,follow
2584,0,0,follow
2585,0,0,follow
2586,0,0,follow
2587,0,0,follow
2588,0,0,follow
2589,0,0,follow
2590,0,0,follow
2591,0,0,follow
2592,0,0,follow
2593,0,0,follow
2594,0,0,follow
2595,0,0,follow
2596,0,0,follow
2597,0,0,follow
2598,0,0,follow
2599,0,0,follow
2600,0,0,follow
2601,0,0,follow
2602,0,0,follow
2603,0,0,follow
2604,0,0,follow
2605,0,0,follow
2606,0,0,follow
2607,0,0,follow
2608,0,0,follow
2609,0,0,follow
2610,0,0,follow
2611,0,0,follow
2612,0,0,follow
2613,0,0,follow
2614,0,0,follow
2615,0,0,follow
2616,0,0,follow
2617,0,0,follow
2618,0,0,follow
2619,0,0,follow
2620,0,0,follow
2621,0,0,follow
2622,0,0,follow
2623,0,0,follow
2624,0,0,follow
2625,0,0,follow
2626,0,0,follow
2627,0,0,follow
2628,0,0,follow
2629,0,0,follow
2630,0,0,follow
2631,0,0,follow
2632,0,0,follow
2633,0,0,follow
2634,0,0,follow
2635,0,0,follow
2636,0,0,follow
2637,0,0,follow
2638,0,0,follow
2639,0,0,follow
2640,0,0,follow
2641,0,0,follow
2642,0,0,follow
2643,0,0,follow
2644,0,0,follow
2645,0,0,follow
2646,0,0,follow
2647,0,0,follow
2648,0,0,follow
2649,0,0,follow
2650,0,0,follow
2651,0,0,follow
2652,0,0,follow
2653,0,0,follow
2654,0,0,follow
2655,0,0,follow
2656,0,0,follow
2657,0,0,follow
2658,0,0,follow
2659,0,0,follow
2660,0,0,follow
2661,0,0,follow
2662,0,0,follow
2663,0,0,follow
2664,0,0,follow
2665,0,0,follow
2666,0,0,follow
2667,0,0,follow
2668,0,0,follow
2669,0,0,follow
2670,0,0,follow
2671,0,0,follow
2672,0,0,follow
2673,0,0,follow
2674,0,0,follow
2675,0,0,follow
2676,0,0,follow
2677,0,0,follow
2678,0,0,follow
2679,0,0,follow
2680,0,0,follow
2681,0,0,follow
2682,0,0,follow
2683,0,0,follow
2684,0,0,follow
2685,0,0,follow
2686,0,0,follow
2687,0,0,follow
2688,0,0,follow
2689,0,0,follow
2690,0,0,follow
2691,0,0,follow
2692,0,0,follow
2693,0,0,follow
2694,0,0,follow
2695,0,0,follow
2696,0,0,follow
2697,0,0,follow
2698,0,0,follow
2699,0,0,follow
2700,0,0,follow
2701,0,0,follow
2702,0,0,follow
2703,0,0,follow
2704,0,0,follow
2705,0,0,follow
2706,0,0,follow
2707,0,0,follow
2708,0,0,follow
2709,0,0,follow
2710,0,0,follow
2711,0,0,follow
2712,0,0,follow
2713,0,0,follow
2714,0,0,follow
2715,0,0,follow
2716,0,0,follow
2717,0,0,follow
2718,0,0,follow
2719,0,0,follow
2720,0,0,follow
2721,0,0,follow
2722,0,0,follow
2723,0,0,follow
2724,0,0,follow
2725,0,0,follow
2726,0,0,follow
2727,0,0,follow
2728,0,0,follow
2729,0,0,follow
2730,0,0,follow
2731,0,0,follow
2732,0,0,follow
2733,0,0,follow
2734,0,0,follow
2735,0,0,follow
2736,0,0,follow
2737,0,0,follow
2738,0,0,follow
2739,0,0,follow
2740,0,0,follow
2741,0,0,follow
2742,0,0,follow
2743,0,0,follow
2744,0,0,follow
2745,0,0,follow
2746,0,0,follow
2747,0,0,follow
2748,0,0,follow
2749,0,0,follow
2750,0,0,follow
2751,0,0,follow
2752,0,0,follow
2753,0,0,follow
2754,0,0,follow
2755,0,0,follow
2756,0,0,follow
2757,0,0,follow
2758,0,0,follow
2759,0,0,follow
2760,0,0,follow
2761,0,0,follow
2762,0,0,follow
2763,0,0,follow
2764,0,0,follow
2765,0,0,follow
2766,0,0,follow
2767,0,0,follow
2768,0,0,follow
2769,0,0,follow
2770,0,0,follow
2771,0,0,follow
2772,0,0,follow
2773,0,0,follow
2774,0,0,follow
2775,0,0,follow
2776,0,0,follow
2777,0,0,follow
2778,0,0,follow
2779,0,0,follow
2780,0,0,follow
2781,0,0,follow
2782,0,0,follow
2783,1,0,chase
2784,1,0,chase
2785,1,0,chase
2786,1,0,chase
2787,1,0,chase
2788,1,0,chase
2789,1,0,chase
2790,1,0,chase
2791,1,0,chase
2792,1,0,chase
2793,1,0,chase
2794,1,0,chase
2795,1,0,chase
2796,1,0,chase
2797,1,0,chase
2798,1,0,chase
2799,1,0,chase
2800,1,0,chase
2801,1,0,chase
2802,1,0,chase
2803,1,0,chase
2804,1,0,chase
2805,1,0,chase
2806,1,0,chase
2807,1,0,chase
2808,1,0,chase
2809,1,0,chase
2810,1,0,chase
2811,1,0,chase
2812,1,0,chase
2813,1,0,chase
2814,1,0,chase
2815,1,0,chase
2816,1,0,chase
2817,1,0,chase
2818,1,0,chase
2819,1,0,chase
2820,1,0,chase
2821,1,0,chase
2822,1,0,chase
2823,1,0,chase
2824,1,0,chase
2825,1,0,chase
2826,1,0,chase
2827,1,0,chase
2828,1,0,chase
2829,1,0,chase
2830,1,0,chase
2831,1,0,chase
2832,1,0,chase
2833,1,0,chase
2834,1,0,chase
2835,1,0,chase
2836,1,0,chase
2837,1,0,chase
2838,1,0,chase
2839,1,0,chase
2840,1,0,chase
2841,1,0,chase
2842,1,0,chase
2843,1,0,chase
2844,1,0,chase
2845,1,0,chase
2846,1,0,chase
2847,1,0,chase
2848,1,0,chase
2849,1,0,chase
2850,1,0,chase
2851,1,0,chase
2852,1,0,chase
2853,1,0,chase
2854,1,0,chase
2855,1,0,chase
2856,1,0,chase
2857,1,0,chase
2858,1,0,chase
2859,1,0,chase
2860,1,0,chase
2861,1,0,chase
2862,1,0,chase
2863,1,0,chase
2864,1,0,chase
2865,1,0,chase
2866,1,0,chase
2867,1,0,chase
2868,1,0,chase
2869,1,0,chase
2870,1,0,chase
2871,1,0,chase
2872,1,0,chase
2873,1,0,chase
2874,1,0,chase
2875,1,0,chase
2876,1,0,chase
2877,1,0,chase
2878,1,0,chase
2879,1,0,chase
2880,1,0,chase
2881,1,0,follow
2882,1,0,follow
2883,0,0,follow
2884,0,0,follow
2885,0,0,follow
2886,0,0,follow
2887,0,0,follow
2888,0,0,follow
2889,0,0,follow
2890,0,0,follow
2891,0,0,follow
